1050,700,11,3.5119338035583496,318.5859375
1050,700,50,33.02707624435425,367.51171875
1050,700,100,173.5595245361328,410.046875
1050,700,11,2.355651378631592,410.171875
1050,700,50,23.479867219924927,410.171875
1050,700,100,178.82774233818054,457.421875
3850,3500,11,40.42100811004639,635.171875
3850,3500,50,817.6551389694214,688.19921875
1050,700,11,3.4479904174804688,320.10546875
1050,700,50,27.571818590164185,337.95703125
1050,700,11,2.530930757522583,323.37109375
1050,700,50,25.820493459701538,325.66015625
1050,700,100,110.58948564529419,450.984375
1050,700,11,2.606865406036377,451.109375
1050,700,50,20.971510648727417,451.109375
1050,700,100,104.65438079833984,463.203125
3850,3500,11,32.13377833366394,641.32421875
3850,3500,50,539.1299207210541,643.08984375
3850,3500,100,2287.956204175949,642.6796875
3850,3500,11,29.25237011909485,643.7109375
3850,3500,50,489.5481207370758,747.12109375
3850,3500,100,2199.4114804267883,747.24609375
7350,7000,11,131.36105060577393,1396.11328125
7350,7000,50,2082.5715329647064,1398.01171875
7350,7000,100,8451.189233779907,1398.19921875
7350,7000,11,135.18080615997314,1398.16015625
7350,7000,50,2144.1206979751587,1398.3125
7350,7000,100,8652.571712732315,1398.36328125
1300,700,11,2.6435976028442383,593.6640625
1300,700,50,23.428924560546875,490.078125
1300,700,100,126.10916209220886,453.03125
1300,700,11,2.698951005935669,453.03125
1300,700,50,22.324663162231445,453.03125
1300,700,100,139.3719663619995,453.2421875
4100,3500,11,28.760116577148438,690.5390625
4100,3500,50,568.1247844696045,818.93359375
4100,3500,100,2337.563494682312,819.078125
4100,3500,11,29.54555916786194,818.83984375
4100,3500,50,549.3920137882233,733.3828125
4100,3500,100,2344.173676252365,733.33203125
7600,7000,11,134.71105027198792,1397.421875
7600,7000,50,2265.459851503372,1397.640625
